,Description,Length
OG713,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,560
OG714,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",271
OG715,hypothetical protein,108
OG716,2-succinylbenzoate--CoA ligase,451
OG717,hypothetical protein,239
OG718,tRNA pseudouridine synthase B,330
OG719,HTH-type transcriptional repressor CytR AND HTH-type transcriptional regulator KdgR,346
OG720,hypothetical protein,353
OG721,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU AND Transcriptional regulator LytR,306
OG722,hypothetical protein,124
OG723,hypothetical protein,156
OG724,putative HTH-type transcriptional regulator YbbH,286
OG725,hypothetical protein,152
OG726,hypothetical protein,108
OG727,hypothetical protein,164
OG728,hypothetical protein,107
OG729,hypothetical protein,257
OG730,hypothetical protein,449
OG731,tRNA(Ile)-lysidine synthase,423
OG732,hypothetical protein,242
OG733,Oxygen-independent coproporphyrinogen-III oxidase-like protein,379
OG734,Zinc-type alcohol dehydrogenase-like protein,328
OG735,Thiosulfate sulfurtransferase GlpE,128
OG736,hypothetical protein,891
OG737,hypothetical protein,241
OG738,hypothetical protein,48
OG739,hypothetical protein,205
OG740,Ribonuclease R,819
OG741,putative copper-importing P-type ATPase A,720
OG742,Mannitol-specific phosphotransferase enzyme IIA component,143
OG743,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",313
OG744,hypothetical protein,295
OG745,D-alanyl-D-alanine carboxypeptidase,248
OG746,ATP-binding/permease protein CydD AND Vitamin B12 import ATP-binding protein BtuD,629
OG747,Mercuric transport protein periplasmic component AND Copper chaperone CopZ,66
OG748,Mannitol-1-phosphate 5-dehydrogenase,388
OG749,Aspartate racemase,240
OG750,hypothetical protein,391
OG751,hypothetical protein,263
OG752,hypothetical protein,134
OG753,Ribose-5-phosphate isomerase A,224
OG754,hypothetical protein,270
OG755,Arginine/ornithine antiporter ArcD2,497
OG756,hypothetical protein,348
OG757,hypothetical protein,325
OG758,putative RNA methyltransferase,461
OG759,Putative N-acetylmannosamine-6-phosphate 2-epimerase,234
OG760,Aminopeptidase YpdF,352
OG761,Ferrous-iron efflux pump FieF,427
OG762,Ribonuclease M5,206
OG763,hypothetical protein,183
OG764,D-aminoacyl-tRNA deacylase,258
OG765,Ribosomal large subunit pseudouridine synthase C,290
OG766,putative protein YjdJ,90
OG767,Prolyl-tRNA editing protein ProX,163
OG768,"Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase",327
OG769,putative FMN/FAD exporter YeeO,429
OG770,Dephospho-CoA kinase,219
OG771,DNA polymerase IV,364
OG772,Trifunctional nucleotide phosphoesterase protein YfkN,520
OG773,hypothetical protein,304
OG774,hypothetical protein,901
OG775,hypothetical protein,213
OG776,Aryl-phospho-beta-D-glucosidase BglC,478
OG777,hypothetical protein,394
OG778,Vitamin B12 import ATP-binding protein BtuD,302
OG779,FMN-dependent NADH-azoreductase 2,214
OG780,L-threonine dehydratase biosynthetic IlvA,416
OG781,hypothetical protein,127
OG782,Dipeptidase A,460
OG783,hypothetical protein,263
OG784,Bifunctional protein FolD protein,295
OG785,Protein SapB,223
OG786,hypothetical protein,258
OG787,hypothetical protein,208
OG788,Gamma-glutamyl phosphate reductase,414
OG789,Ketol-acid reductoisomerase (NADP(+)),340
OG790,hypothetical protein,270
OG791,Zinc-transporting ATPase,593
OG792,putative N-acetyltransferase YvbK,154
OG793,Uronate isomerase,472
OG794,hypothetical protein,104
OG795,hypothetical protein,45
OG796,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase AND Polyprenol monophosphomannose synthase,248
OG797,hypothetical protein,130
OG798,Thiol peroxidase,160
OG799,6-phosphogluconolactonase,341
OG800,Potassium channel,188
OG801,UDP-N-acetylenolpyruvoylglucosamine reductase,299
OG802,Small ribosomal subunit biogenesis GTPase RsgA,307
OG803,hypothetical protein,38
OG804,Ribose operon repressor,327
OG805,hypothetical protein,120
OG806,Teichoic acid ribitol-phosphate primase,371
OG807,hypothetical protein,433
OG808,RNA pyrophosphohydrolase,151
OG809,o-succinylbenzoate synthase,370
OG810,Cell division protein FtsL,126
OG811,NADH oxidase,446
OG812,putative MscS family protein YkuT,251
OG813,hypothetical protein,159
OG814,Putative membrane protein insertion efficiency factor,91
OG815,putative ABC transporter ATP-binding protein,573
OG816,ATP-dependent DNA helicase RecQ,593
OG817,Ribosomal RNA small subunit methyltransferase D,219
OG818,"Poly-beta-1,6-N-acetyl-D-glucosamine synthase",442
OG819,HMP-PP phosphatase,462
OG820,FAD:protein FMN transferase,361
OG821,DNA translocase FtsK,763
OG822,3-phosphoshikimate 1-carboxyvinyltransferase,430
OG823,hypothetical protein,110
OG824,Single-stranded DNA-binding protein,129
OG825,O-acetyltransferase OatA,605
OG826,Threonylcarbamoyl-AMP synthase,306
OG827,hypothetical protein,256
OG828,DNA polymerase I,877
OG829,Trehalose 6-phosphate phosphorylase,769
OG830,hypothetical protein,157
OG831,Threonine synthase,496
OG832,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit",321
OG833,hypothetical protein,64
OG834,hypothetical protein,150
OG835,Cell division protein SepF,196
OG836,Ribonuclease Z,307
OG837,Cysteine desulfurase IscS,381
OG838,hypothetical protein,466
OG839,hypothetical protein,59
OG840,Regulator of sigma-W protease RasP AND Putative zinc metalloprotease,428
OG841,putative HTH-type transcriptional regulator YdjF AND Glucitol operon repressor,248
OG842,Cysteine--tRNA ligase,448
OG843,Aspartokinase 3,450
OG844,Sensor histidine kinase WalK,480
OG845,hypothetical protein,237
OG846,Secreted 45 kDa protein,478
OG847,Putative esterase,149
OG848,hypothetical protein,56
OG849,hypothetical protein,131
OG850,hypothetical protein,324
OG851,D-alanyl-D-alanine carboxypeptidase DacA,435
OG852,hypothetical protein,100
OG853,hypothetical protein,62
OG854,hypothetical protein,334
OG855,hypothetical protein,34
OG856,HTH-type transcriptional regulator HdfR,269
OG857,hypothetical protein,514
OG858,hypothetical protein,193
OG859,hypothetical protein,111
OG860,hypothetical protein,112
OG861,IS3 family transposase ISLla3,227
OG862,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,236
OG863,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,276
OG864,Adaptive-response sensory-kinase SasA,456
OG865,hypothetical protein,139
OG866,Phosphoribosylformylglycinamidine synthase subunit PurQ,226
OG867,Multidrug resistance ABC transporter ATP-binding and permease protein,584
OG868,Esterase TesA,187
OG869,hypothetical protein,64
OG870,hypothetical protein,289
OG871,GlcNAc-binding protein A,220
OG872,Riboflavin biosynthesis protein RibF,307
OG873,Peptide methionine sulfoxide reductase MsrA,173
OG874,hypothetical protein,323
OG875,D-alanine--D-alanine ligase,404
OG876,hypothetical protein,445
OG877,Hemolysin A,268
OG878,hypothetical protein,369
OG879,Fumarate reductase flavoprotein subunit,502
OG880,RNA polymerase sigma factor YlaC,164
OG881,hypothetical protein,209
OG882,putative oxidoreductase,250
OG883,Serine protease Do-like HtrA,408
OG884,Ribosomal large subunit pseudouridine synthase B,253
OG885,hypothetical protein,83
OG886,hypothetical protein,60
OG887,hypothetical protein,219
OG888,Iron(3+)-hydroxamate-binding protein YxeB,313
OG889,Vitamin B12 import ATP-binding protein BtuD,310
OG890,hypothetical protein,410
OG891,HTH-type transcriptional repressor GlcR,233
OG892,Polyol:NADP oxidoreductase,544
OG893,Putative fructokinase,291
OG894,L-arabinose transport system permease protein AraQ,300
OG895,Inner membrane protein YqiK,503
OG896,hypothetical protein,191
OG897,Hydroperoxy fatty acid reductase gpx1 AND Glutathione peroxidase BsaA,157
OG898,Pyruvate synthase,1237
OG899,Putative transport protein,378
OG900,IS3 family transposase ISEfa10,189
OG901,Low affinity potassium transport system protein kup,673
OG902,Riboflavin transporter RibZ,470
OG903,"phosphoglycerate mutase GpmB AND 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",193
OG904,hypothetical protein,47
OG905,Energy-dependent translational throttle protein EttA,623
OG906,Formate--tetrahydrofolate ligase 1,555
OG907,hypothetical protein,187
OG908,DegV domain-containing protein,281
OG909,D-aminoacyl-tRNA deacylase,151
OG910,Hydroxymethylglutaryl-CoA synthase,384
OG911,tRNA (cytidine(34)-2'-O)-methyltransferase,187
OG912,Phenylalanine--tRNA ligase beta subunit,797
OG913,hypothetical protein,492
OG914,Glucosamine-6-phosphate deaminase 1,237
OG915,Chaperone protein DnaJ,379
OG916,hypothetical protein,89
OG917,Stress response regulator gls24,191
OG918,hypothetical protein,95
OG919,Response regulator protein GraR,223
OG920,hypothetical protein,230
OG921,hypothetical protein,290
OG922,"1,4-dihydroxy-2-naphthoyl-CoA synthase",298
OG923,Inner membrane transport protein YdhP,393
OG924,Cysteine synthase,310
OG925,hypothetical protein,181
OG926,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",257
OG927,hypothetical protein,68
OG928,hypothetical protein,123
OG929,hypothetical protein,180
OG930,L-threonine 3-dehydrogenase AND 2-haloacrylate reductase AND Quinone oxidoreductase 1,303
OG931,"Magnesium-transporting ATPase, P-type 1",924
OG932,hypothetical protein,355
OG933,LexA repressor,274
OG934,hypothetical protein,64
OG935,Acetolactate synthase large subunit,578
OG936,hypothetical protein,64
OG937,hypothetical protein,855
OG938,hypothetical protein,54
OG939,hypothetical protein,116
OG940,hypothetical protein,80
OG941,hypothetical protein,488
OG942,hypothetical protein,69
OG943,Ribose import ATP-binding protein RbsA,492
OG944,hypothetical protein,507
OG945,Glutamyl aminopeptidase,355
OG946,Isocitrate dehydrogenase [NADP],412
OG947,hypothetical protein,169
OG948,Energy-coupling factor transporter ATP-binding protein EcfA2,288
OG949,Dihydroneopterin aldolase,116
OG950,hypothetical protein,66
OG951,Multidrug export protein EmrB,514
OG952,hypothetical protein,210
OG953,hypothetical protein,74
OG954,Thiamine transporter ThiT,182
OG955,hypothetical protein,110
OG956,hypothetical protein,196
OG957,putative HTH-type transcriptional regulator,144
OG958,hypothetical protein,61
OG959,hypothetical protein,121
OG960,hypothetical protein,94
OG961,Xylan alpha-(1->2)-glucuronosidase,664
OG962,C4-dicarboxylic acid transporter DauA,540
OG963,Cell division protein FtsZ,419
OG964,putative protein,144
OG965,hypothetical protein,71
OG966,Quinone oxidoreductase 2,281
OG967,hypothetical protein,246
OG968,hypothetical protein,129
OG969,hypothetical protein,190
OG970,Glutamate 5-kinase 1,270
OG971,hypothetical protein,304
OG972,hypothetical protein,140
OG973,Glutamate decarboxylase,466
OG974,hypothetical protein,172
OG975,hypothetical protein,165
OG976,hypothetical protein,47
OG977,hypothetical protein,92
OG978,hypothetical protein,103
OG979,ComF operon protein 1,170
OG980,hypothetical protein,598
OG981,hypothetical protein,103
OG982,hypothetical protein,141
OG983,hypothetical protein,197
OG984,hypothetical protein,307
OG985,hypothetical protein,106
OG986,hypothetical protein,85
OG987,hypothetical protein,41
OG988,hypothetical protein,88
OG989,hypothetical protein,191
OG990,hypothetical protein,100
OG991,Single-stranded DNA-binding protein,141
OG992,hypothetical protein,151
OG993,hypothetical protein,252
OG994,Spermidine N(1)-acetyltransferase,212
OG995,Arginine-binding extracellular protein ArtP,273
OG996,hypothetical protein,76
OG997,Histidinol-phosphate aminotransferase,360
OG998,hypothetical protein,319
OG999,hypothetical protein,138
OG1000,DNA-invertase hin,184
OG1001,putative glucose uptake protein GlcU AND Glucose uptake protein GlcU,295
OG1002,Protein DedA,221
OG1003,hypothetical protein,141
OG1004,Transcriptional regulator LytR AND Biofilm regulatory protein A,461
OG1005,putative protein,173
OG1006,hypothetical protein,187
OG1007,hypothetical protein,154
OG1008,hypothetical protein,147
OG1009,HTH-type transcriptional regulator MalR AND HTH-type transcriptional regulator DegA,324
OG1010,hypothetical protein,175
OG1011,33 kDa chaperonin,314
OG1012,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,154
OG1013,hypothetical protein,199
OG1014,Transcriptional regulator ZitR,145
OG1015,putative glycosyltransferase YkoT,318
OG1016,putative protein YhaP,453
OG1017,Glycerol facilitator-aquaporin gla,287
OG1018,Macrolide export ATP-binding/permease protein MacB,664
OG1019,High-affinity zinc uptake system ATP-binding protein ZnuC,245
OG1020,putative amino-acid-binding protein YxeM,280
OG1021,hypothetical protein,144
OG1022,Ribosomal small subunit pseudouridine synthase A,273
OG1023,UvrABC system protein C,693
OG1024,Protein RecA,387
OG1025,hypothetical protein,53
OG1026,Serine permease SerP1,459
OG1027,Ribosomal large subunit pseudouridine synthase E,185
OG1028,hypothetical protein,76
OG1029,hypothetical protein,66
OG1030,hypothetical protein,241
OG1031,hypothetical protein,89
OG1032,hypothetical protein,163
OG1033,3-isopropylmalate dehydratase large subunit,460
OG1034,hypothetical protein,258
OG1035,Peptide transporter CstA,784
OG1036,hypothetical protein,98
OG1037,hypothetical protein,216
OG1038,hypothetical protein,253
OG1039,Alcohol dehydrogenase,340
OG1040,GTP pyrophosphokinase YwaC,224
OG1041,Lactate utilization protein B,490
OG1042,"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL",192
OG1043,hypothetical protein,251
OG1044,hypothetical protein,76
OG1045,hypothetical protein,64
OG1046,hypothetical protein,77
OG1047,Anaerobic ribonucleoside-triphosphate reductase,784
OG1048,hypothetical protein,87
OG1049,hypothetical protein,242
OG1050,IS3 family transposase ISEfa10,193
OG1051,hypothetical protein,131
OG1052,hypothetical protein,191
OG1053,hypothetical protein,79
OG1054,Glucose-1-phosphate thymidylyltransferase 1,289
OG1055,HTH-type transcriptional activator RhaS,325
OG1056,LexA repressor,296
OG1057,Alpha-amylase,525
OG1058,hypothetical protein,83
OG1059,Adenine phosphoribosyltransferase,185
OG1060,Glycerate dehydrogenase AND Glyoxylate/hydroxypyruvate reductase A,325
OG1061,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,605
OG1062,hypothetical protein,105
OG1063,Deoxyguanosine kinase,212
OG1064,ABC transporter ATP-binding protein YtrE AND putative ABC transporter ATP-binding protein,220
OG1065,Pyrrolidone-carboxylate peptidase,215
OG1066,Aryl-phospho-beta-D-glucosidase BglH AND 6-phospho-beta-glucosidase BglA,454
OG1067,hypothetical protein,93
OG1068,hypothetical protein,161
OG1069,hypothetical protein,461
OG1070,Dihydroxy-acid dehydratase,570
OG1071,putative amino acid permease YvbW,446
OG1072,Ribose import binding protein RbsB,324
OG1073,hypothetical protein,154
OG1074,Inner membrane transporter YjeM,508
OG1075,Diaminopimelate decarboxylase,419
OG1076,Signal transduction histidine-protein kinase ArlS,491
OG1077,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE AND HMP-PP phosphatase,261
OG1078,hypothetical protein,67
OG1079,hypothetical protein,122
OG1080,hypothetical protein,599
OG1081,Glycogen biosynthesis protein GlgD,379
OG1082,Glucose-1-phosphate adenylyltransferase,386
OG1083,"Glucan 1,6-alpha-glucosidase",541
OG1084,hypothetical protein,93
OG1085,hypothetical protein,165
OG1086,hypothetical protein,57
OG1087,hypothetical protein,426
OG1088,hypothetical protein,100
OG1089,Maltose phosphorylase,751
OG1090,Galactoside O-acetyltransferase AND Maltose O-acetyltransferase,201
OG1091,L-methionine gamma-lyase,431
OG1092,PTS system fructose-specific EIIABC component,634
OG1093,Oleate hydratase,587
OG1094,hypothetical protein,74
OG1095,hypothetical protein,196
OG1096,Putative universal stress protein,155
OG1097,hypothetical protein,234
OG1098,putative MFS-type transporter YhjX,413
OG1099,hypothetical protein,237
OG1100,hypothetical protein,235
OG1101,hypothetical protein,202
OG1102,Thiamine precursor transporter HmpT,163
OG1103,Neutral endopeptidase,627
OG1104,Acetylglutamate kinase,283
OG1105,hypothetical protein,218
OG1106,hypothetical protein,116
OG1107,1-deoxy-D-xylulose-5-phosphate synthase,599
OG1108,Glycerol uptake facilitator protein,238
OG1109,Putative universal stress protein,141
OG1110,hypothetical protein,79
OG1111,1-deoxy-D-xylulose-5-phosphate synthase,580
OG1112,KHG/KDPG aldolase,213
OG1113,hypothetical protein,153
OG1114,RNA polymerase sigma factor SigA,447
OG1115,HTH-type transcriptional regulator HexR,250
OG1116,hypothetical protein,346
OG1117,Redox-sensing transcriptional repressor Rex,217
OG1118,L-lactate dehydrogenase 2,314
OG1119,hypothetical protein,630
OG1120,hypothetical protein,305
